,,,,,,,,,,
编号,名称,类型,属性,HP,攻击,防御,特攻,特防,速度,图片链接
787,Tapu Bulu,Grass,Fairy,70,130,115,85,95,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/tapu-bulu.png
788,Tapu Fini,Water,Fairy,70,75,115,95,130,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/tapu-fini.png
789,Cosmog,Psychic, ,43,29,31,29,31,37,https://img.pokemondb.net/sprites/scarlet-violet/icon/cosmog.png
790,Cosmoem,Psychic, ,43,29,131,29,131,37,https://img.pokemondb.net/sprites/scarlet-violet/icon/cosmoem.png
791,Solgaleo,Psychic,Steel,137,137,107,113,89,97,https://img.pokemondb.net/sprites/scarlet-violet/icon/solgaleo.png
792,Lunala,Psychic,Ghost,137,113,89,137,107,97,https://img.pokemondb.net/sprites/scarlet-violet/icon/lunala.png
793,Nihilego,Rock,Poison,109,53,47,127,131,103,https://img.pokemondb.net/sprites/scarlet-violet/icon/nihilego.png
794,Buzzwole,Bug,Fighting,107,139,139,53,53,79,https://img.pokemondb.net/sprites/scarlet-violet/icon/buzzwole.png
795,Pheromosa,Bug,Fighting,71,137,37,137,37,151,https://img.pokemondb.net/sprites/scarlet-violet/icon/pheromosa.png
796,Xurkitree,Electric, ,83,89,71,173,71,83,https://img.pokemondb.net/sprites/scarlet-violet/icon/xurkitree.png
797,Celesteela,Steel,Flying,97,101,103,107,101,61,https://img.pokemondb.net/sprites/scarlet-violet/icon/celesteela.png
798,Kartana,Grass,Steel,59,181,131,59,31,109,https://img.pokemondb.net/sprites/scarlet-violet/icon/kartana.png
799,Guzzlord,Dark,Dragon,223,101,53,97,53,43,https://img.pokemondb.net/sprites/scarlet-violet/icon/guzzlord.png
800,Necrozma,Psychic, ,97,107,101,127,89,79,https://img.pokemondb.net/sprites/scarlet-violet/icon/necrozma.png
800,Dusk Mane Necrozma,Psychic,Steel,97,157,127,113,109,77,https://img.pokemondb.net/sprites/scarlet-violet/icon/necrozma-dusk-mane.png
800,Dawn Wings Necrozma,Psychic,Ghost,97,113,109,157,127,77,https://img.pokemondb.net/sprites/scarlet-violet/icon/necrozma-dawn-wings.png
800,Ultra Necrozma,Psychic,Dragon,97,167,97,167,97,129,https://img.pokemondb.net/sprites/scarlet-violet/icon/necrozma-ultra.png
801,Magearna,Steel,Fairy,80,95,115,130,115,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/magearna.png
802,Marshadow,Fighting,Ghost,90,125,80,90,90,125,https://img.pokemondb.net/sprites/scarlet-violet/icon/marshadow.png
803,Poipole,Poison, ,67,73,67,73,67,73,https://img.pokemondb.net/sprites/scarlet-violet/icon/poipole.png
804,Naganadel,Poison,Dragon,73,73,73,127,73,121,https://img.pokemondb.net/sprites/scarlet-violet/icon/naganadel.png
805,Stakataka,Rock,Steel,61,131,211,53,101,13,https://img.pokemondb.net/sprites/scarlet-violet/icon/stakataka.png
806,Blacephalon,Fire,Ghost,53,127,53,151,79,107,https://img.pokemondb.net/sprites/scarlet-violet/icon/blacephalon.png
807,Zeraora,Electric, ,88,112,75,102,80,143,https://img.pokemondb.net/sprites/scarlet-violet/icon/zeraora.png
808,Meltan,Steel, ,46,65,65,55,35,34,https://img.pokemondb.net/sprites/scarlet-violet/icon/meltan.png
809,Melmetal,Steel, ,135,143,143,80,65,34,https://img.pokemondb.net/sprites/scarlet-violet/icon/melmetal.png
52,Galarian Meowth,Steel, ,50,65,55,40,40,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/meowth-galarian.png
58,Hisuian Growlithe,Fire,Rock,60,75,45,65,50,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/growlithe-hisuian.png
59,Hisuian Arcanine,Fire,Rock,95,115,80,95,80,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/arcanine-hisuian.png
77,Galarian Ponyta,Psychic, ,50,85,55,65,65,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/ponyta-galarian.png
78,Galarian Rapidash,Psychic,Fairy,65,100,70,80,80,105,https://img.pokemondb.net/sprites/scarlet-violet/icon/rapidash-galarian.png
79,Galarian Slowpoke,Psychic, ,90,65,65,40,40,15,https://img.pokemondb.net/sprites/scarlet-violet/icon/slowpoke-galarian.png
80,Galarian Slowbro,Poison,Psychic,95,100,95,100,70,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/slowbro-galarian.png
83,Galarian Farfetch'd,Fighting, ,52,95,55,58,62,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/farfetch-d-galarian.png
100,Hisuian Voltorb,Electric,Grass,40,30,50,55,55,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/voltorb-hisuian.png
101,Hisuian Electrode,Electric,Grass,60,50,70,80,80,150,https://img.pokemondb.net/sprites/scarlet-violet/icon/electrode-hisuian.png
110,Galarian Weezing,Poison,Fairy,65,90,120,85,70,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/weezing-galarian.png
122,Galarian Mr. Mime,Ice,Psychic,50,65,65,90,90,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/mr-mime-galarian.png
144,Galarian Articuno,Psychic,Flying,90,85,85,125,100,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/articuno-galarian.png
145,Galarian Zapdos,Fighting,Flying,90,125,90,85,90,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/zapdos-galarian.png
146,Galarian Moltres,Dark,Flying,90,85,90,100,125,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/moltres-galarian.png
157,Hisuian Typhlosion,Fire,Ghost,73,84,78,119,85,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/typhlosion-hisuian.png
199,Galarian Slowking,Poison,Psychic,95,65,80,110,110,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/slowking-galarian.png
211,Hisuian Qwilfish,Dark,Poison,65,95,85,55,55,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/qwilfish-hisuian.png
215,Hisuian Sneasel,Fighting,Poison,55,95,55,35,75,115,https://img.pokemondb.net/sprites/scarlet-violet/icon/sneasel-hisuian.png
222,Galarian Corsola,Ghost, ,60,55,100,65,100,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/corsola-galarian.png
263,Galarian Zigzagoon,Dark,Normal,38,30,41,30,41,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/zigzagoon-galarian.png
264,Galarian Linoone,Dark,Normal,78,70,61,50,61,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/linoone-galarian.png
483,Origin Forme,Steel,Dragon,100,100,120,150,120,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/dialga-origin-forme.png
484,Origin Forme,Water,Dragon,90,100,100,150,120,120,https://img.pokemondb.net/sprites/scarlet-violet/icon/palkia-origin-forme.png
503,Hisuian Samurott,Water,Dark,90,108,80,100,65,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/samurott-hisuian.png
549,Hisuian Lilligant,Grass,Fighting,70,105,75,50,75,105,https://img.pokemondb.net/sprites/scarlet-violet/icon/lilligant-hisuian.png
550,White-Striped Form,Water, ,70,92,65,80,55,98,https://img.pokemondb.net/sprites/scarlet-violet/icon/basculin-white-striped-form.png
554,Galarian Darumaka,Ice, ,70,90,45,15,45,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/darumaka-galarian.png
555,Galarian Standard Mode,Ice, ,105,140,55,30,55,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/darmanitan-galarian-standard-mode.png
555,Galarian Zen Mode,Ice,Fire,105,160,55,30,55,135,https://img.pokemondb.net/sprites/scarlet-violet/icon/darmanitan-galarian-zen-mode.png
562,Galarian Yamask,Ground,Ghost,38,55,85,30,65,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/yamask-galarian.png
570,Hisuian Zorua,Normal,Ghost,35,60,40,85,40,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/zorua-hisuian.png
571,Hisuian Zoroark,Normal,Ghost,55,100,60,125,60,110,https://img.pokemondb.net/sprites/scarlet-violet/icon/zoroark-hisuian.png
618,Galarian Stunfisk,Ground,Steel,109,81,99,66,84,32,https://img.pokemondb.net/sprites/scarlet-violet/icon/stunfisk-galarian.png
628,Hisuian Braviary,Psychic,Flying,110,83,70,112,70,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/braviary-hisuian.png
705,Hisuian Sliggoo,Steel,Dragon,58,75,83,83,113,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/sliggoo-hisuian.png
706,Hisuian Goodra,Steel,Dragon,80,100,100,110,150,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/goodra-hisuian.png
713,Hisuian Avalugg,Ice,Rock,95,127,184,34,36,38,https://img.pokemondb.net/sprites/scarlet-violet/icon/avalugg-hisuian.png
724,Hisuian Decidueye,Grass,Fighting,88,112,80,95,95,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/decidueye-hisuian.png
810,Grookey,Grass, ,50,65,50,40,40,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/grookey.png
811,Thwackey,Grass, ,70,85,70,55,60,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/thwackey.png
812,Rillaboom,Grass, ,100,125,90,60,70,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/rillaboom.png
813,Scorbunny,Fire, ,50,71,40,40,40,69,https://img.pokemondb.net/sprites/scarlet-violet/icon/scorbunny.png
814,Raboot,Fire, ,65,86,60,55,60,94,https://img.pokemondb.net/sprites/scarlet-violet/icon/raboot.png
815,Cinderace,Fire, ,80,116,75,65,75,119,https://img.pokemondb.net/sprites/scarlet-violet/icon/cinderace.png
816,Sobble,Water, ,50,40,40,70,40,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/sobble.png
817,Drizzile,Water, ,65,60,55,95,55,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/drizzile.png
818,Inteleon,Water, ,70,85,65,125,65,120,https://img.pokemondb.net/sprites/scarlet-violet/icon/inteleon.png
819,Skwovet,Normal, ,70,55,55,35,35,25,https://img.pokemondb.net/sprites/scarlet-violet/icon/skwovet.png
820,Greedent,Normal, ,120,95,95,55,75,20,https://img.pokemondb.net/sprites/scarlet-violet/icon/greedent.png
821,Rookidee,Flying, ,38,47,35,33,35,57,https://img.pokemondb.net/sprites/scarlet-violet/icon/rookidee.png
822,Corvisquire,Flying, ,68,67,55,43,55,77,https://img.pokemondb.net/sprites/scarlet-violet/icon/corvisquire.png
823,Corviknight,Flying,Steel,98,87,105,53,85,67,https://img.pokemondb.net/sprites/scarlet-violet/icon/corviknight.png
824,Blipbug,Bug, ,25,20,20,25,45,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/blipbug.png
825,Dottler,Bug,Psychic,50,35,80,50,90,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/dottler.png
826,Orbeetle,Bug,Psychic,60,45,110,80,120,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/orbeetle.png
827,Nickit,Dark, ,40,28,28,47,52,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/nickit.png
828,Thievul,Dark, ,70,58,58,87,92,90,https://img.pokemondb.net/sprites/scarlet-violet/icon/thievul.png
829,Gossifleur,Grass, ,40,40,60,40,60,10,https://img.pokemondb.net/sprites/scarlet-violet/icon/gossifleur.png
830,Eldegoss,Grass, ,60,50,90,80,120,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/eldegoss.png
831,Wooloo,Normal, ,42,40,55,40,45,48,https://img.pokemondb.net/sprites/scarlet-violet/icon/wooloo.png
832,Dubwool,Normal, ,72,80,100,60,90,88,https://img.pokemondb.net/sprites/scarlet-violet/icon/dubwool.png
833,Chewtle,Water, ,50,64,50,38,38,44,https://img.pokemondb.net/sprites/scarlet-violet/icon/chewtle.png
834,Drednaw,Water,Rock,90,115,90,48,68,74,https://img.pokemondb.net/sprites/scarlet-violet/icon/drednaw.png
835,Yamper,Electric, ,59,45,50,40,50,26,https://img.pokemondb.net/sprites/scarlet-violet/icon/yamper.png
836,Boltund,Electric, ,69,90,60,90,60,121,https://img.pokemondb.net/sprites/scarlet-violet/icon/boltund.png
837,Rolycoly,Rock, ,30,40,50,40,50,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/rolycoly.png
838,Carkol,Rock,Fire,80,60,90,60,70,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/carkol.png
839,Coalossal,Rock,Fire,110,80,120,80,90,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/coalossal.png
840,Applin,Grass,Dragon,40,40,80,40,40,20,https://img.pokemondb.net/sprites/scarlet-violet/icon/applin.png
841,Flapple,Grass,Dragon,70,110,80,95,60,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/flapple.png
842,Appletun,Grass,Dragon,110,85,80,100,80,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/appletun.png
843,Silicobra,Ground, ,52,57,75,35,50,46,https://img.pokemondb.net/sprites/scarlet-violet/icon/silicobra.png
844,Sandaconda,Ground, ,72,107,125,65,70,71,https://img.pokemondb.net/sprites/scarlet-violet/icon/sandaconda.png
845,Cramorant,Flying,Water,70,85,55,85,95,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/cramorant.png
846,Arrokuda,Water, ,41,63,40,40,30,66,https://img.pokemondb.net/sprites/scarlet-violet/icon/arrokuda.png
847,Barraskewda,Water, ,61,123,60,60,50,136,https://img.pokemondb.net/sprites/scarlet-violet/icon/barraskewda.png
848,Toxel,Electric,Poison,40,38,35,54,35,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/toxel.png
849,Amped Form,Electric,Poison,75,98,70,114,70,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/toxtricity-amped-form.png
849,Low Key Form,Electric,Poison,75,98,70,114,70,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/toxtricity-low-key-form.png
850,Sizzlipede,Fire,Bug,50,65,45,50,50,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/sizzlipede.png
851,Centiskorch,Fire,Bug,100,115,65,90,90,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/centiskorch.png
852,Clobbopus,Fighting, ,50,68,60,50,50,32,https://img.pokemondb.net/sprites/scarlet-violet/icon/clobbopus.png
853,Grapploct,Fighting, ,80,118,90,70,80,42,https://img.pokemondb.net/sprites/scarlet-violet/icon/grapploct.png
854,Sinistea,Ghost, ,40,45,45,74,54,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/sinistea.png
855,Polteageist,Ghost, ,60,65,65,134,114,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/polteageist.png
856,Hatenna,Psychic, ,42,30,45,56,53,39,https://img.pokemondb.net/sprites/scarlet-violet/icon/hatenna.png
857,Hattrem,Psychic, ,57,40,65,86,73,49,https://img.pokemondb.net/sprites/scarlet-violet/icon/hattrem.png
858,Hatterene,Psychic,Fairy,57,90,95,136,103,29,https://img.pokemondb.net/sprites/scarlet-violet/icon/hatterene.png
859,Impidimp,Dark,Fairy,45,45,30,55,40,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/impidimp.png
860,Morgrem,Dark,Fairy,65,60,45,75,55,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/morgrem.png
861,Grimmsnarl,Dark,Fairy,95,120,65,95,75,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/grimmsnarl.png
862,Obstagoon,Dark,Normal,93,90,101,60,81,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/obstagoon.png
863,Perrserker,Steel, ,70,110,100,50,60,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/perrserker.png
864,Cursola,Ghost, ,60,95,50,145,130,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/cursola.png
865,Sirfetch'd,Fighting, ,62,135,95,68,82,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/sirfetch-d.png
866,Mr. Rime,Ice,Psychic,80,85,75,110,100,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/mr-rime.png
867,Runerigus,Ground,Ghost,58,95,145,50,105,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/runerigus.png
868,Milcery,Fairy, ,45,40,40,50,61,34,https://img.pokemondb.net/sprites/scarlet-violet/icon/milcery.png
869,Alcremie,Fairy, ,65,60,75,110,121,64,https://img.pokemondb.net/sprites/scarlet-violet/icon/alcremie.png
870,Falinks,Fighting, ,65,100,100,70,60,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/falinks.png
871,Pincurchin,Electric, ,48,101,95,91,85,15,https://img.pokemondb.net/sprites/scarlet-violet/icon/pincurchin.png
872,Snom,Ice,Bug,30,25,35,45,30,20,https://img.pokemondb.net/sprites/scarlet-violet/icon/snom.png
873,Frosmoth,Ice,Bug,70,65,60,125,90,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/frosmoth.png
874,Stonjourner,Rock, ,100,125,135,20,20,70,https://img.pokemondb.net/sprites/scarlet-violet/icon/stonjourner.png
875,Ice Face,Ice, ,75,80,110,65,90,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/eiscue-ice-face.png
875,Noice Face,Ice, ,75,80,70,65,50,130,https://img.pokemondb.net/sprites/scarlet-violet/icon/eiscue-noice-face.png
876,Male,Psychic,Normal,60,65,55,105,95,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/indeedee-male.png
876,Female,Psychic,Normal,70,55,65,95,105,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/indeedee-female.png
877,Full Belly Mode,Electric,Dark,58,95,58,70,58,97,https://img.pokemondb.net/sprites/scarlet-violet/icon/morpeko-full-belly-mode.png
877,Hangry Mode,Electric,Dark,58,95,58,70,58,97,https://img.pokemondb.net/sprites/scarlet-violet/icon/morpeko-hangry-mode.png
878,Cufant,Steel, ,72,80,49,40,49,40,https://img.pokemondb.net/sprites/scarlet-violet/icon/cufant.png
879,Copperajah,Steel, ,122,130,69,80,69,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/copperajah.png
880,Dracozolt,Electric,Dragon,90,100,90,80,70,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/dracozolt.png
881,Arctozolt,Electric,Ice,90,100,90,90,80,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/arctozolt.png
882,Dracovish,Water,Dragon,90,90,100,70,80,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/dracovish.png
883,Arctovish,Water,Ice,90,90,100,80,90,55,https://img.pokemondb.net/sprites/scarlet-violet/icon/arctovish.png
884,Duraludon,Steel,Dragon,70,95,115,120,50,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/duraludon.png
885,Dreepy,Dragon,Ghost,28,60,30,40,30,82,https://img.pokemondb.net/sprites/scarlet-violet/icon/dreepy.png
886,Drakloak,Dragon,Ghost,68,80,50,60,50,102,https://img.pokemondb.net/sprites/scarlet-violet/icon/drakloak.png
887,Dragapult,Dragon,Ghost,88,120,75,100,75,142,https://img.pokemondb.net/sprites/scarlet-violet/icon/dragapult.png
888,Hero of Many Battles,Fairy, ,92,120,115,80,115,138,https://img.pokemondb.net/sprites/scarlet-violet/icon/zacian-hero-of-many-battles.png
888,Crowned Sword,Fairy,Steel,92,150,115,80,115,148,https://img.pokemondb.net/sprites/scarlet-violet/icon/zacian-crowned-sword.png
889,Hero of Many Battles,Fighting, ,92,120,115,80,115,138,https://img.pokemondb.net/sprites/scarlet-violet/icon/zamazenta-hero-of-many-battles.png
889,Crowned Shield,Fighting,Steel,92,120,140,80,140,128,https://img.pokemondb.net/sprites/scarlet-violet/icon/zamazenta-crowned-shield.png
890,Eternatus,Poison,Dragon,140,85,95,145,95,130,https://img.pokemondb.net/sprites/scarlet-violet/icon/eternatus.png
890,Eternamax,Poison,Dragon,255,115,250,125,250,130,https://img.pokemondb.net/sprites/scarlet-violet/icon/eternatus-eternamax.png
891,Kubfu,Fighting, ,60,90,60,53,50,72,https://img.pokemondb.net/sprites/scarlet-violet/icon/kubfu.png
892,Single Strike Style,Fighting,Dark,100,130,100,63,60,97,https://img.pokemondb.net/sprites/scarlet-violet/icon/urshifu-single-strike-style.png
892,Rapid Strike Style,Fighting,Water,100,130,100,63,60,97,https://img.pokemondb.net/sprites/scarlet-violet/icon/urshifu-rapid-strike-style.png
893,Zarude,Dark,Grass,105,120,105,70,95,105,https://img.pokemondb.net/sprites/scarlet-violet/icon/zarude.png
894,Regieleki,Electric, ,80,100,50,100,50,200,https://img.pokemondb.net/sprites/scarlet-violet/icon/regieleki.png
895,Regidrago,Dragon, ,200,100,50,100,50,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/regidrago.png
896,Glastrier,Ice, ,100,145,130,65,110,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/glastrier.png
897,Spectrier,Ghost, ,100,65,60,145,80,130,https://img.pokemondb.net/sprites/scarlet-violet/icon/spectrier.png
898,Calyrex,Psychic,Grass,100,80,80,80,80,80,https://img.pokemondb.net/sprites/scarlet-violet/icon/calyrex.png
898,Ice Rider,Psychic,Ice,100,165,150,85,130,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/calyrex-ice-rider.png
898,Shadow Rider,Psychic,Ghost,100,85,80,165,100,150,https://img.pokemondb.net/sprites/scarlet-violet/icon/calyrex-shadow-rider.png
899,Wyrdeer,Normal,Psychic,103,105,72,105,75,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/wyrdeer.png
900,Kleavor,Bug,Rock,70,135,95,45,70,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/kleavor.png
901,Ursaluna,Ground,Normal,130,140,105,45,80,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/ursaluna.png
902,Male,Water,Ghost,120,112,65,80,75,78,https://img.pokemondb.net/sprites/scarlet-violet/icon/basculegion-male.png
902,Female,Water,Ghost,120,92,65,100,75,78,https://img.pokemondb.net/sprites/scarlet-violet/icon/basculegion-female.png
903,Sneasler,Fighting,Poison,80,130,60,40,80,120,https://img.pokemondb.net/sprites/scarlet-violet/icon/sneasler.png
904,Overqwil,Dark,Poison,85,115,95,65,65,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/overqwil.png
905,Incarnate Forme,Fairy,Flying,74,115,70,135,80,106,https://img.pokemondb.net/sprites/scarlet-violet/icon/enamorus-incarnate-forme.png
905,Therian Forme,Fairy,Flying,74,115,110,135,100,46,https://img.pokemondb.net/sprites/scarlet-violet/icon/enamorus-therian-forme.png
128,Combat Breed,Fighting, ,75,110,105,30,70,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/tauros-combat-breed.png
128,Blaze Breed,Fighting,Fire,75,110,105,30,70,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/tauros-blaze-breed.png
128,Aqua Breed,Fighting,Water,75,110,105,30,70,100,https://img.pokemondb.net/sprites/scarlet-violet/icon/tauros-aqua-breed.png
194,Paldean Wooper,Poison,Ground,55,45,45,25,25,15,https://img.pokemondb.net/sprites/scarlet-violet/icon/wooper-paldean.png
901,Bloodmoon,Ground,Normal,113,70,120,135,65,52,https://img.pokemondb.net/sprites/scarlet-violet/icon/ursaluna-bloodmoon.png
906,Sprigatito,Grass, ,40,61,54,45,45,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/sprigatito.png
907,Floragato,Grass, ,61,80,63,60,63,83,https://img.pokemondb.net/sprites/scarlet-violet/icon/floragato.png
908,Meowscarada,Grass,Dark,76,110,70,81,70,123,https://img.pokemondb.net/sprites/scarlet-violet/icon/meowscarada.png
909,Fuecoco,Fire, ,67,45,59,63,40,36,https://img.pokemondb.net/sprites/scarlet-violet/icon/fuecoco.png
910,Crocalor,Fire, ,81,55,78,90,58,49,https://img.pokemondb.net/sprites/scarlet-violet/icon/crocalor.png
911,Skeledirge,Fire,Ghost,104,75,100,110,75,66,https://img.pokemondb.net/sprites/scarlet-violet/icon/skeledirge.png
912,Quaxly,Water, ,55,65,45,50,45,50,https://img.pokemondb.net/sprites/scarlet-violet/icon/quaxly.png
913,Quaxwell,Water, ,70,85,65,65,60,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/quaxwell.png
914,Quaquaval,Water,Fighting,85,120,80,85,75,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/quaquaval.png
915,Lechonk,Normal, ,54,45,40,35,45,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/lechonk.png
916,Male,Normal, ,110,100,75,59,80,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/oinkologne-male.png
916,Female,Normal, ,115,90,70,59,90,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/oinkologne-female.png
917,Tarountula,Bug, ,35,41,45,29,40,20,https://img.pokemondb.net/sprites/scarlet-violet/icon/tarountula.png
918,Spidops,Bug, ,60,79,92,52,86,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/spidops.png
919,Nymble,Bug, ,33,46,40,21,25,45,https://img.pokemondb.net/sprites/scarlet-violet/icon/nymble.png
920,Lokix,Bug,Dark,71,102,78,52,55,92,https://img.pokemondb.net/sprites/scarlet-violet/icon/lokix.png
921,Pawmi,Electric, ,45,50,20,40,25,60,https://img.pokemondb.net/sprites/scarlet-violet/icon/pawmi.png
922,Pawmo,Electric,Fighting,60,75,40,50,40,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/pawmo.png
923,Pawmot,Electric,Fighting,70,115,70,70,60,105,https://img.pokemondb.net/sprites/scarlet-violet/icon/pawmot.png
924,Tandemaus,Normal, ,50,50,45,40,45,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/tandemaus.png
925,Family of Four,Normal, ,74,75,70,65,75,111,https://img.pokemondb.net/sprites/scarlet-violet/icon/maushold-family-of-four.png
925,Family of Three,Normal, ,74,75,70,65,75,111,https://img.pokemondb.net/sprites/scarlet-violet/icon/maushold-family-of-three.png
926,Fidough,Fairy, ,37,55,70,30,55,65,https://img.pokemondb.net/sprites/scarlet-violet/icon/fidough.png
927,Dachsbun,Fairy, ,57,80,115,50,80,95,https://img.pokemondb.net/sprites/scarlet-violet/icon/dachsbun.png
928,Smoliv,Grass,Normal,41,35,45,58,51,30,https://img.pokemondb.net/sprites/scarlet-violet/icon/smoliv.png
929,Dolliv,Grass,Normal,52,53,60,78,78,33,https://img.pokemondb.net/sprites/scarlet-violet/icon/dolliv.png
930,Arboliva,Grass,Normal,78,69,90,125,109,39,https://img.pokemondb.net/sprites/scarlet-violet/icon/arboliva.png
931,Green Plumage,Normal,Flying,82,96,51,45,51,92,https://img.pokemondb.net/sprites/scarlet-violet/icon/squawkabilly-green-plumage.png
931,Blue Plumage,Normal,Flying,82,96,51,45,51,92,https://img.pokemondb.net/sprites/scarlet-violet/icon/squawkabilly-blue-plumage.png
931,Yellow Plumage,Normal,Flying,82,96,51,45,51,92,https://img.pokemondb.net/sprites/scarlet-violet/icon/squawkabilly-yellow-plumage.png
931,White Plumage,Normal,Flying,82,96,51,45,51,92,https://img.pokemondb.net/sprites/scarlet-violet/icon/squawkabilly-white-plumage.png
932,Nacli,Rock, ,55,55,75,35,35,25,https://img.pokemondb.net/sprites/scarlet-violet/icon/nacli.png
933,Naclstack,Rock, ,60,60,100,35,65,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/naclstack.png
934,Garganacl,Rock, ,100,100,130,45,90,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/garganacl.png
935,Charcadet,Fire, ,40,50,40,50,40,35,https://img.pokemondb.net/sprites/scarlet-violet/icon/charcadet.png
936,Armarouge,Fire,Psychic,85,60,100,125,80,75,https://img.pokemondb.net/sprites/scarlet-violet/icon/armarouge.png
937,Ceruledge,Fire,Ghost,75,125,80,60,100,85,https://img.pokemondb.net/sprites/scarlet-violet/icon/ceruledge.png
