canonical_slug,pokemon_id,slot,ability_name,ability_display_name,is_hidden
gourgeist-super,10032,3,insomnia,Insomnia,1
venusaur-mega,10033,1,thick-fat,Thick femaleat,0
charizard-mega-x,10034,1,tough-claws,Tough Claws,0
charizard-mega-y,10035,1,drought,Drought,0
blastoise-mega,10036,1,mega-launcher,Mega Launcher,0
alakazam-mega,10037,1,trace,Trace,0
gengar-mega,10038,1,shadow-tag,Shadow Tag,0
kangaskhan-mega,10039,1,parental-bond,Parental Bond,0
pinsir-mega,10040,1,aerilate,Aerilate,0
gyarados-mega,10041,1,mold-breaker,Mold Breaker,0
aerodactyl-mega,10042,1,tough-claws,Tough Claws,0
mewtwo-mega-x,10043,1,steadfast,Steadfast,0
mewtwo-mega-y,10044,1,insomnia,Insomnia,0
ampharos-mega,10045,1,mold-breaker,Mold Breaker,0
scizor-mega,10046,1,technician,Technician,0
heracross-mega,10047,1,skill-link,Skill Link,0
houndoom-mega,10048,1,solar-power,Solar Power,0
tyranitar-mega,10049,1,sand-stream,Sand Stream,0
blaziken-mega,10050,1,speed-boost,Speed Boost,0
gardevoir-mega,10051,1,pixilate,Pixilate,0
mawile-mega,10052,1,huge-power,Huge Power,0
aggron-mega,10053,1,filter,Filter,0
medicham-mega,10054,1,pure-power,Pure Power,0
manectric-mega,10055,1,intimidate,Intimidate,0
banette-mega,10056,1,prankster,Prankster,0
absol-mega,10057,1,magic-bounce,Magic Bounce,0
garchomp-mega,10058,1,sand-force,Sand femaleorce,0
lucario-mega,10059,1,adaptability,Adaptability,0
abomasnow-mega,10060,1,snow-warning,Snow Warning,0
floette-eternal,10061,1,flower-veil,Flower Veil,0
floette-eternal,10061,3,symbiosis,Symbiosis,1
latias-mega,10062,1,levitate,Levitate,0
latios-mega,10063,1,levitate,Levitate,0
swampert-mega,10064,1,swift-swim,Swift Swim,0
sceptile-mega,10065,1,lightning-rod,Lightning Rod,0
sableye-mega,10066,1,magic-bounce,Magic Bounce,0
altaria-mega,10067,1,pixilate,Pixilate,0
gallade-mega,10068,1,inner-focus,Inner femaleocus,0
audino-mega,10069,1,healer,Healer,0
sharpedo-mega,10070,1,strong-jaw,Strong Jaw,0
slowbro-mega,10071,1,shell-armor,Shell Armor,0
steelix-mega,10072,1,sand-force,Sand femaleorce,0
pidgeot-mega,10073,1,no-guard,No Guard,0
glalie-mega,10074,1,refrigerate,Refrigerate,0
diancie-mega,10075,1,magic-bounce,Magic Bounce,0
metagross-mega,10076,1,tough-claws,Tough Claws,0
kyogre-primal,10077,1,primordial-sea,Primordial Sea,0
groudon-primal,10078,1,desolate-land,Desolate Land,0
rayquaza-mega,10079,1,delta-stream,Delta Stream,0
pikachu-rock-star,10080,1,static,Static,0
pikachu-rock-star,10080,3,lightning-rod,Lightning Rod,1
pikachu-belle,10081,1,static,Static,0
pikachu-belle,10081,3,lightning-rod,Lightning Rod,1
pikachu-pop-star,10082,1,static,Static,0
pikachu-pop-star,10082,3,lightning-rod,Lightning Rod,1
pikachu-phd,10083,1,static,Static,0
pikachu-phd,10083,3,lightning-rod,Lightning Rod,1
pikachu-libre,10084,1,static,Static,0
pikachu-libre,10084,3,lightning-rod,Lightning Rod,1
pikachu-cosplay,10085,1,static,Static,0
pikachu-cosplay,10085,3,lightning-rod,Lightning Rod,1
hoopa-unbound,10086,1,magician,Magician,0
camerupt-mega,10087,1,sheer-force,Sheer femaleorce,0
lopunny-mega,10088,1,scrappy,Scrappy,0
salamence-mega,10089,1,aerilate,Aerilate,0
beedrill-mega,10090,1,adaptability,Adaptability,0
rattata-alola,10091,1,gluttony,Gluttony,0
rattata-alola,10091,2,hustle,Hustle,0
rattata-alola,10091,3,thick-fat,Thick femaleat,1
raticate-alola,10092,1,gluttony,Gluttony,0
raticate-alola,10092,2,hustle,Hustle,0
raticate-alola,10092,3,thick-fat,Thick femaleat,1
raticate-totem-alola,10093,1,gluttony,Gluttony,0
raticate-totem-alola,10093,2,hustle,Hustle,0
raticate-totem-alola,10093,3,thick-fat,Thick femaleat,1
pikachu-original-cap,10094,1,static,Static,0
pikachu-original-cap,10094,3,lightning-rod,Lightning Rod,1
pikachu-hoenn-cap,10095,1,static,Static,0
pikachu-hoenn-cap,10095,3,lightning-rod,Lightning Rod,1
pikachu-sinnoh-cap,10096,1,static,Static,0
pikachu-sinnoh-cap,10096,3,lightning-rod,Lightning Rod,1
pikachu-unova-cap,10097,1,static,Static,0
pikachu-unova-cap,10097,3,lightning-rod,Lightning Rod,1
pikachu-kalos-cap,10098,1,static,Static,0
pikachu-kalos-cap,10098,3,lightning-rod,Lightning Rod,1
pikachu-alola-cap,10099,1,static,Static,0
pikachu-alola-cap,10099,3,lightning-rod,Lightning Rod,1
raichu-alola,10100,1,surge-surfer,Surge Surfer,0
sandshrew-alola,10101,1,snow-cloak,Snow Cloak,0
sandshrew-alola,10101,3,slush-rush,Slush Rush,1
sandslash-alola,10102,1,snow-cloak,Snow Cloak,0
sandslash-alola,10102,3,slush-rush,Slush Rush,1
vulpix-alola,10103,1,snow-cloak,Snow Cloak,0
vulpix-alola,10103,3,snow-warning,Snow Warning,1
ninetales-alola,10104,1,snow-cloak,Snow Cloak,0
ninetales-alola,10104,3,snow-warning,Snow Warning,1
diglett-alola,10105,1,sand-veil,Sand Veil,0
diglett-alola,10105,2,tangling-hair,Tangling Hair,0
diglett-alola,10105,3,sand-force,Sand femaleorce,1
dugtrio-alola,10106,1,sand-veil,Sand Veil,0
dugtrio-alola,10106,2,tangling-hair,Tangling Hair,0
dugtrio-alola,10106,3,sand-force,Sand femaleorce,1
meowth-alola,10107,1,pickup,Pickup,0
meowth-alola,10107,2,technician,Technician,0
meowth-alola,10107,3,rattled,Rattled,1
persian-alola,10108,1,fur-coat,Fur Coat,0
persian-alola,10108,2,technician,Technician,0
persian-alola,10108,3,rattled,Rattled,1
geodude-alola,10109,1,magnet-pull,Magnet Pull,0
geodude-alola,10109,2,sturdy,Sturdy,0
geodude-alola,10109,3,galvanize,Galvanize,1
graveler-alola,10110,1,magnet-pull,Magnet Pull,0
graveler-alola,10110,2,sturdy,Sturdy,0
graveler-alola,10110,3,galvanize,Galvanize,1
golem-alola,10111,1,magnet-pull,Magnet Pull,0
golem-alola,10111,2,sturdy,Sturdy,0
golem-alola,10111,3,galvanize,Galvanize,1
grimer-alola,10112,1,poison-touch,Poison Touch,0
grimer-alola,10112,2,gluttony,Gluttony,0
grimer-alola,10112,3,power-of-alchemy,Power Of Alchemy,1
muk-alola,10113,1,poison-touch,Poison Touch,0
muk-alola,10113,2,gluttony,Gluttony,0
muk-alola,10113,3,power-of-alchemy,Power Of Alchemy,1
exeggutor-alola,10114,1,frisk,Frisk,0
exeggutor-alola,10114,3,harvest,Harvest,1
marowak-alola,10115,1,cursed-body,Cursed Body,0
marowak-alola,10115,2,lightning-rod,Lightning Rod,0
marowak-alola,10115,3,rock-head,Rock Head,1
greninja-battle-bond,10116,1,battle-bond,Battle Bond,0
greninja-ash,10117,1,battle-bond,Battle Bond,0
zygarde-10-power-construct,10118,1,power-construct,Power Construct,0
zygarde-50-power-construct,10119,1,power-construct,Power Construct,0
zygarde-complete,10120,1,power-construct,Power Construct,0
gumshoos-totem,10121,1,stakeout,Stakeout,0
gumshoos-totem,10121,2,strong-jaw,Strong Jaw,0
gumshoos-totem,10121,3,adaptability,Adaptability,1
vikavolt-totem,10122,1,levitate,Levitate,0
oricorio-pom-pom,10123,1,dancer,Dancer,0
oricorio-pau,10124,1,dancer,Dancer,0
oricorio-sensu,10125,1,dancer,Dancer,0
lycanroc-midnight,10126,1,keen-eye,Keen Eye,0
lycanroc-midnight,10126,2,vital-spirit,Vital Spirit,0
lycanroc-midnight,10126,3,no-guard,No Guard,1
wishiwashi-school,10127,1,schooling,Schooling,0
lurantis-totem,10128,1,leaf-guard,Leaf Guard,0
lurantis-totem,10128,3,contrary,Contrary,1
salazzle-totem,10129,1,corrosion,Corrosion,0
salazzle-totem,10129,3,oblivious,Oblivious,1
minior-orange-meteor,10130,1,shields-down,Shields Down,0
minior-yellow-meteor,10131,1,shields-down,Shields Down,0
minior-green-meteor,10132,1,shields-down,Shields Down,0
minior-blue-meteor,10133,1,shields-down,Shields Down,0
minior-indigo-meteor,10134,1,shields-down,Shields Down,0
minior-violet-meteor,10135,1,shields-down,Shields Down,0
minior-red,10136,1,shields-down,Shields Down,0
minior-orange,10137,1,shields-down,Shields Down,0
minior-yellow,10138,1,shields-down,Shields Down,0
minior-green,10139,1,shields-down,Shields Down,0
minior-blue,10140,1,shields-down,Shields Down,0
minior-indigo,10141,1,shields-down,Shields Down,0
minior-violet,10142,1,shields-down,Shields Down,0
mimikyu-busted,10143,1,disguise,Disguise,0
mimikyu-totem-disguised,10144,1,disguise,Disguise,0
mimikyu-totem-busted,10145,1,disguise,Disguise,0
kommo-o-totem,10146,1,bulletproof,Bulletproof,0
kommo-o-totem,10146,2,soundproof,Soundproof,0
kommo-o-totem,10146,3,overcoat,Overcoat,1
magearna-original,10147,1,soul-heart,Soul Heart,0
pikachu-partner-cap,10148,1,static,Static,0
pikachu-partner-cap,10148,3,lightning-rod,Lightning Rod,1
marowak-totem,10149,1,cursed-body,Cursed Body,0
marowak-totem,10149,2,lightning-rod,Lightning Rod,0
marowak-totem,10149,3,rock-head,Rock Head,1
ribombee-totem,10150,1,honey-gather,Honey Gather,0
ribombee-totem,10150,2,shield-dust,Shield Dust,0
ribombee-totem,10150,3,sweet-veil,Sweet Veil,1
rockruff-own-tempo,10151,1,own-tempo,Own Tempo,0
lycanroc-dusk,10152,1,tough-claws,Tough Claws,0
araquanid-totem,10153,1,water-bubble,Water Bubble,0
araquanid-totem,10153,3,water-absorb,Water Absorb,1
togedemaru-totem,10154,1,iron-barbs,Iron Barbs,0
togedemaru-totem,10154,2,lightning-rod,Lightning Rod,0
togedemaru-totem,10154,3,sturdy,Sturdy,1
necrozma-dusk,10155,1,prism-armor,Prism Armor,0
necrozma-dawn,10156,1,prism-armor,Prism Armor,0
necrozma-ultra,10157,1,neuroforce,Neuroforce,0
pikachu-starter,10158,1,static,Static,0
pikachu-starter,10158,3,lightning-rod,Lightning Rod,1
eevee-starter,10159,1,run-away,Run Away,0
eevee-starter,10159,2,adaptability,Adaptability,0
eevee-starter,10159,3,anticipation,Anticipation,1
pikachu-world-cap,10160,1,static,Static,0
pikachu-world-cap,10160,3,lightning-rod,Lightning Rod,1
meowth-galar,10161,1,pickup,Pickup,0
meowth-galar,10161,2,tough-claws,Tough Claws,0
meowth-galar,10161,3,unnerve,Unnerve,1
ponyta-galar,10162,1,run-away,Run Away,0
ponyta-galar,10162,2,pastel-veil,Pastel Veil,0
ponyta-galar,10162,3,anticipation,Anticipation,1
rapidash-galar,10163,1,run-away,Run Away,0
rapidash-galar,10163,2,pastel-veil,Pastel Veil,0
rapidash-galar,10163,3,anticipation,Anticipation,1
slowpoke-galar,10164,1,gluttony,Gluttony,0
slowpoke-galar,10164,2,own-tempo,Own Tempo,0
slowpoke-galar,10164,3,regenerator,Regenerator,1
slowbro-galar,10165,1,quick-draw,Quick Draw,0
slowbro-galar,10165,2,own-tempo,Own Tempo,0
slowbro-galar,10165,3,regenerator,Regenerator,1
farfetchd-galar,10166,1,steadfast,Steadfast,0
farfetchd-galar,10166,3,scrappy,Scrappy,1
weezing-galar,10167,1,levitate,Levitate,0
weezing-galar,10167,2,neutralizing-gas,Neutralizing Gas,0
weezing-galar,10167,3,misty-surge,Misty Surge,1
mr-mime-galar,10168,1,vital-spirit,Vital Spirit,0
mr-mime-galar,10168,2,screen-cleaner,Screen Cleaner,0
mr-mime-galar,10168,3,ice-body,Ice Body,1
articuno-galar,10169,1,competitive,Competitive,0
zapdos-galar,10170,1,defiant,Defiant,0
moltres-galar,10171,1,berserk,Berserk,0
slowking-galar,10172,1,curious-medicine,Curious maleedicine,0
slowking-galar,10172,2,own-tempo,Own Tempo,0
slowking-galar,10172,3,regenerator,Regenerator,1
corsola-galar,10173,1,weak-armor,Weak Armor,0
corsola-galar,10173,3,cursed-body,Cursed Body,1
zigzagoon-galar,10174,1,pickup,Pickup,0
zigzagoon-galar,10174,2,gluttony,Gluttony,0
zigzagoon-galar,10174,3,quick-feet,Quick femaleeet,1
linoone-galar,10175,1,pickup,Pickup,0
linoone-galar,10175,2,gluttony,Gluttony,0
linoone-galar,10175,3,quick-feet,Quick femaleeet,1
darumaka-galar,10176,1,hustle,Hustle,0
darumaka-galar,10176,3,inner-focus,Inner femaleocus,1
darmanitan-galar-standard,10177,1,gorilla-tactics,Gorilla Tactics,0
darmanitan-galar-standard,10177,3,zen-mode,Zen maleode,1
darmanitan-galar-zen,10178,1,gorilla-tactics,Gorilla Tactics,0
darmanitan-galar-zen,10178,3,zen-mode,Zen maleode,1
yamask-galar,10179,1,wandering-spirit,Wandering Spirit,0
stunfisk-galar,10180,1,mimicry,Mimicry,0
zygarde-10,10181,1,aura-break,Aura Break,0
cramorant-gulping,10182,1,gulp-missile,Gulp maleissile,0
cramorant-gorging,10183,1,gulp-missile,Gulp maleissile,0
toxtricity-low-key,10184,1,punk-rock,Punk Rock,0
toxtricity-low-key,10184,2,minus,Minus,0
toxtricity-low-key,10184,3,technician,Technician,1
eiscue-noice,10185,1,ice-face,Ice femaleace,0
indeedee-female,10186,1,own-tempo,Own Tempo,0
indeedee-female,10186,2,synchronize,Synchronize,0
indeedee-female,10186,3,psychic-surge,Psychic Surge,1
morpeko-hangry,10187,1,hunger-switch,Hunger Switch,0
zacian-crowned,10188,1,intrepid-sword,Intrepid Sword,0
zamazenta-crowned,10189,1,dauntless-shield,Dauntless Shield,0
eternatus-eternamax,10190,1,pressure,Pressure,0
urshifu-rapid-strike,10191,1,unseen-fist,Unseen femaleist,0
zarude-dada,10192,1,leaf-guard,Leaf Guard,0
calyrex-ice,10193,1,as-one-glastrier,As One Glastrier,0
calyrex-shadow,10194,1,as-one-spectrier,As One Spectrier,0
venusaur-gmax,10195,1,overgrow,Overgrow,0
venusaur-gmax,10195,3,chlorophyll,Chlorophyll,1
charizard-gmax,10196,1,blaze,Blaze,0
charizard-gmax,10196,3,solar-power,Solar Power,1
blastoise-gmax,10197,1,torrent,Torrent,0
blastoise-gmax,10197,3,rain-dish,Rain Dish,1
butterfree-gmax,10198,1,compound-eyes,Compound Eyes,0
butterfree-gmax,10198,3,tinted-lens,Tinted Lens,1
pikachu-gmax,10199,1,static,Static,0
pikachu-gmax,10199,3,lightning-rod,Lightning Rod,1
meowth-gmax,10200,1,pickup,Pickup,0
meowth-gmax,10200,2,technician,Technician,0
meowth-gmax,10200,3,unnerve,Unnerve,1
machamp-gmax,10201,1,guts,Guts,0
machamp-gmax,10201,2,no-guard,No Guard,0
machamp-gmax,10201,3,steadfast,Steadfast,1
gengar-gmax,10202,1,cursed-body,Cursed Body,0
kingler-gmax,10203,1,hyper-cutter,Hyper Cutter,0
kingler-gmax,10203,2,shell-armor,Shell Armor,0
kingler-gmax,10203,3,sheer-force,Sheer femaleorce,1
lapras-gmax,10204,1,water-absorb,Water Absorb,0
lapras-gmax,10204,2,shell-armor,Shell Armor,0
lapras-gmax,10204,3,hydration,Hydration,1
eevee-gmax,10205,1,run-away,Run Away,0
eevee-gmax,10205,2,adaptability,Adaptability,0
eevee-gmax,10205,3,anticipation,Anticipation,1
snorlax-gmax,10206,1,immunity,Immunity,0
snorlax-gmax,10206,2,thick-fat,Thick femaleat,0
snorlax-gmax,10206,3,gluttony,Gluttony,1
garbodor-gmax,10207,1,stench,Stench,0
garbodor-gmax,10207,2,weak-armor,Weak Armor,0
garbodor-gmax,10207,3,aftermath,Aftermath,1
melmetal-gmax,10208,1,iron-fist,Iron femaleist,0
rillaboom-gmax,10209,1,overgrow,Overgrow,0
rillaboom-gmax,10209,3,grassy-surge,Grassy Surge,1
cinderace-gmax,10210,1,blaze,Blaze,0
cinderace-gmax,10210,3,libero,Libero,1
inteleon-gmax,10211,1,torrent,Torrent,0
inteleon-gmax,10211,3,sniper,Sniper,1
corviknight-gmax,10212,1,pressure,Pressure,0
corviknight-gmax,10212,2,unnerve,Unnerve,0
corviknight-gmax,10212,3,mirror-armor,Mirror Armor,1
orbeetle-gmax,10213,1,swarm,Swarm,0
orbeetle-gmax,10213,2,frisk,Frisk,0
orbeetle-gmax,10213,3,telepathy,Telepathy,1
drednaw-gmax,10214,1,strong-jaw,Strong Jaw,0
drednaw-gmax,10214,2,shell-armor,Shell Armor,0
drednaw-gmax,10214,3,swift-swim,Swift Swim,1
coalossal-gmax,10215,1,steam-engine,Steam Engine,0
coalossal-gmax,10215,2,flame-body,Flame Body,0
coalossal-gmax,10215,3,flash-fire,Flash femaleire,1
flapple-gmax,10216,1,ripen,Ripen,0
flapple-gmax,10216,2,gluttony,Gluttony,0
flapple-gmax,10216,3,hustle,Hustle,1
appletun-gmax,10217,1,ripen,Ripen,0
appletun-gmax,10217,2,gluttony,Gluttony,0
appletun-gmax,10217,3,thick-fat,Thick femaleat,1
sandaconda-gmax,10218,1,sand-spit,Sand Spit,0
sandaconda-gmax,10218,2,shed-skin,Shed Skin,0
sandaconda-gmax,10218,3,sand-veil,Sand Veil,1
toxtricity-amped-gmax,10219,1,punk-rock,Punk Rock,0
toxtricity-amped-gmax,10219,2,plus,Plus,0
toxtricity-amped-gmax,10219,3,technician,Technician,1
centiskorch-gmax,10220,1,flash-fire,Flash femaleire,0
centiskorch-gmax,10220,2,white-smoke,White Smoke,0
centiskorch-gmax,10220,3,flame-body,Flame Body,1
hatterene-gmax,10221,1,healer,Healer,0
hatterene-gmax,10221,2,anticipation,Anticipation,0
hatterene-gmax,10221,3,magic-bounce,Magic Bounce,1
grimmsnarl-gmax,10222,1,prankster,Prankster,0
grimmsnarl-gmax,10222,2,frisk,Frisk,0
grimmsnarl-gmax,10222,3,pickpocket,Pickpocket,1
alcremie-gmax,10223,1,sweet-veil,Sweet Veil,0
alcremie-gmax,10223,3,aroma-veil,Aroma Veil,1
copperajah-gmax,10224,1,sheer-force,Sheer femaleorce,0
copperajah-gmax,10224,3,heavy-metal,Heavy maleetal,1
duraludon-gmax,10225,1,light-metal,Light maleetal,0
duraludon-gmax,10225,2,heavy-metal,Heavy maleetal,0
duraludon-gmax,10225,3,stalwart,Stalwart,1
urshifu-single-strike-gmax,10226,1,unseen-fist,Unseen femaleist,0
urshifu-rapid-strike-gmax,10227,1,unseen-fist,Unseen femaleist,0
toxtricity-low-key-gmax,10228,1,punk-rock,Punk Rock,0
toxtricity-low-key-gmax,10228,2,minus,Minus,0
toxtricity-low-key-gmax,10228,3,technician,Technician,1
growlithe-hisui,10229,1,intimidate,Intimidate,0
growlithe-hisui,10229,2,flash-fire,Flash femaleire,0
growlithe-hisui,10229,3,rock-head,Rock Head,1
arcanine-hisui,10230,1,intimidate,Intimidate,0
arcanine-hisui,10230,2,flash-fire,Flash femaleire,0
arcanine-hisui,10230,3,rock-head,Rock Head,1
voltorb-hisui,10231,1,soundproof,Soundproof,0
voltorb-hisui,10231,2,static,Static,0
voltorb-hisui,10231,3,aftermath,Aftermath,1
electrode-hisui,10232,1,soundproof,Soundproof,0
electrode-hisui,10232,2,static,Static,0
electrode-hisui,10232,3,aftermath,Aftermath,1
typhlosion-hisui,10233,1,blaze,Blaze,0
typhlosion-hisui,10233,3,frisk,Frisk,1
qwilfish-hisui,10234,1,poison-point,Poison Point,0
qwilfish-hisui,10234,2,swift-swim,Swift Swim,0
qwilfish-hisui,10234,3,intimidate,Intimidate,1
sneasel-hisui,10235,1,inner-focus,Inner femaleocus,0
sneasel-hisui,10235,2,keen-eye,Keen Eye,0
sneasel-hisui,10235,3,pickpocket,Pickpocket,1
samurott-hisui,10236,1,torrent,Torrent,0
samurott-hisui,10236,3,sharpness,Sharpness,1
lilligant-hisui,10237,1,chlorophyll,Chlorophyll,0
lilligant-hisui,10237,2,hustle,Hustle,0
lilligant-hisui,10237,3,leaf-guard,Leaf Guard,1
zorua-hisui,10238,1,illusion,Illusion,0
zoroark-hisui,10239,1,illusion,Illusion,0
braviary-hisui,10240,1,keen-eye,Keen Eye,0
braviary-hisui,10240,2,sheer-force,Sheer femaleorce,0
braviary-hisui,10240,3,tinted-lens,Tinted Lens,1
sliggoo-hisui,10241,1,sap-sipper,Sap Sipper,0
sliggoo-hisui,10241,2,shell-armor,Shell Armor,0
sliggoo-hisui,10241,3,gooey,Gooey,1
goodra-hisui,10242,1,sap-sipper,Sap Sipper,0
goodra-hisui,10242,2,shell-armor,Shell Armor,0
goodra-hisui,10242,3,gooey,Gooey,1
avalugg-hisui,10243,1,strong-jaw,Strong Jaw,0
avalugg-hisui,10243,2,ice-body,Ice Body,0
avalugg-hisui,10243,3,sturdy,Sturdy,1
decidueye-hisui,10244,1,overgrow,Overgrow,0
decidueye-hisui,10244,3,scrappy,Scrappy,1
dialga-origin,10245,1,pressure,Pressure,0
dialga-origin,10245,3,telepathy,Telepathy,1
palkia-origin,10246,1,pressure,Pressure,0
palkia-origin,10246,3,telepathy,Telepathy,1
basculin-white-striped,10247,1,rattled,Rattled,0
basculin-white-striped,10247,2,adaptability,Adaptability,0
basculin-white-striped,10247,3,mold-breaker,Mold Breaker,1
basculegion-female,10248,1,swift-swim,Swift Swim,0
basculegion-female,10248,2,adaptability,Adaptability,0
basculegion-female,10248,3,mold-breaker,Mold Breaker,1
enamorus-therian,10249,1,overcoat,Overcoat,0
tauros-paldea-combat-breed,10250,1,intimidate,Intimidate,0
tauros-paldea-combat-breed,10250,2,anger-point,Anger Point,0
tauros-paldea-combat-breed,10250,3,cud-chew,Cud Chew,1
tauros-paldea-blaze-breed,10251,1,intimidate,Intimidate,0
tauros-paldea-blaze-breed,10251,2,anger-point,Anger Point,0
tauros-paldea-blaze-breed,10251,3,cud-chew,Cud Chew,1
tauros-paldea-aqua-breed,10252,1,intimidate,Intimidate,0
tauros-paldea-aqua-breed,10252,2,anger-point,Anger Point,0
tauros-paldea-aqua-breed,10252,3,cud-chew,Cud Chew,1
wooper-paldea,10253,1,poison-point,Poison Point,0
wooper-paldea,10253,2,water-absorb,Water Absorb,0
wooper-paldea,10253,3,unaware,Unaware,1
oinkologne-female,10254,1,aroma-veil,Aroma Veil,0
oinkologne-female,10254,2,gluttony,Gluttony,0
oinkologne-female,10254,3,thick-fat,Thick femaleat,1
dudunsparce-three-segment,10255,1,serene-grace,Serene Grace,0
dudunsparce-three-segment,10255,2,run-away,Run Away,0
dudunsparce-three-segment,10255,3,rattled,Rattled,1
palafin-hero,10256,1,zero-to-hero,Zero To Hero,0
maushold-family-of-three,10257,1,friend-guard,Friend Guard,0
maushold-family-of-three,10257,2,cheek-pouch,Cheek Pouch,0
maushold-family-of-three,10257,3,technician,Technician,1
tatsugiri-droopy,10258,1,commander,Commander,0
tatsugiri-droopy,10258,3,storm-drain,Storm Drain,1
tatsugiri-stretchy,10259,1,commander,Commander,0
tatsugiri-stretchy,10259,3,storm-drain,Storm Drain,1
squawkabilly-blue-plumage,10260,1,intimidate,Intimidate,0
squawkabilly-blue-plumage,10260,2,hustle,Hustle,0
squawkabilly-blue-plumage,10260,3,guts,Guts,1
squawkabilly-yellow-plumage,10261,1,intimidate,Intimidate,0
squawkabilly-yellow-plumage,10261,2,hustle,Hustle,0
squawkabilly-yellow-plumage,10261,3,sheer-force,Sheer femaleorce,1
squawkabilly-white-plumage,10262,1,intimidate,Intimidate,0
squawkabilly-white-plumage,10262,2,hustle,Hustle,0
squawkabilly-white-plumage,10262,3,sheer-force,Sheer femaleorce,1
gimmighoul-roaming,10263,1,run-away,Run Away,0
koraidon-limited-build,10264,1,orichalcum-pulse,Orichalcum Pulse,0
koraidon-sprinting-build,10265,1,orichalcum-pulse,Orichalcum Pulse,0
koraidon-swimming-build,10266,1,orichalcum-pulse,Orichalcum Pulse,0
koraidon-gliding-build,10267,1,orichalcum-pulse,Orichalcum Pulse,0
miraidon-low-power-mode,10268,1,hadron-engine,Hadron Engine,0
miraidon-drive-mode,10269,1,hadron-engine,Hadron Engine,0
miraidon-aquatic-mode,10270,1,hadron-engine,Hadron Engine,0
miraidon-glide-mode,10271,1,hadron-engine,Hadron Engine,0
ursaluna-bloodmoon,10272,1,minds-eye,Minds Eye,0
ogerpon-wellspring-mask,10273,1,water-absorb,Water Absorb,0
ogerpon-hearthflame-mask,10274,1,mold-breaker,Mold Breaker,0
ogerpon-cornerstone-mask,10275,1,sturdy,Sturdy,0
terapagos-terastal,10276,1,tera-shell,Tera Shell,0
terapagos-stellar,10277,1,teraform-zero,Teraform Zero,0
clefable-mega,10278,1,magic-bounce,Magic Bounce,0
victreebel-mega,10279,1,innards-out,Innards Out,0
starmie-mega,10280,1,huge-power,Huge Power,0
dragonite-mega,10281,1,multiscale,Multiscale,0
meganium-mega,10282,1,mega-sol,Mega Sol,0
feraligatr-mega,10283,1,dragonize,Dragonize,0
skarmory-mega,10284,1,stalwart,Stalwart,0
froslass-mega,10285,1,snow-warning,Snow Warning,0
emboar-mega,10286,1,mold-breaker,Mold Breaker,0
excadrill-mega,10287,1,piercing-drill,Piercing Drill,0
chandelure-mega,10291,1,infiltrator,Infiltrator,0
chesnaught-mega,10292,1,bulletproof,Bulletproof,0
delphox-mega,10293,1,levitate,Levitate,0
greninja-mega,10294,1,protean,Protean,0
floette-mega,10296,1,fairy-aura,Fairy Aura,0
hawlucha-mega,10300,1,no-guard,No Guard,0
drampa-mega,10302,1,berserk,Berserk,0
chimecho-mega,10306,1,levitate,Levitate,0
golurk-mega,10313,1,unseen-fist,Unseen femaleist,0
meowstic-mega,10314,1,trace,Trace,0
crabominable-mega,10315,1,iron-fist,Iron femaleist,0
scovillain-mega,10320,1,spicy-spray,Spicy Spray,0
glimmora-mega,10321,1,adaptability,Adaptability,0
