canonical_slug,display_name,dexnum_int,official_artwork_url,artwork_variant_url,sprite_url,image_url,official_pokedex_url,official_reference_scope,validated_at,official_artwork_http_status,validation_status,mismatch_fields,validation_notes
pikachu-rock-star,Pikachu Rock Star,25,https://assets.pokemon.com/assets/cms2/img/pokedex/full/025.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10080.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10080.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10080.png,https://www.pokemon.com/us/pokedex/pikachu,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
pikachu-sinnoh-cap,Pikachu Sinnoh Cap,25,https://assets.pokemon.com/assets/cms2/img/pokedex/full/025.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10096.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/10096.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10096.png,https://www.pokemon.com/us/pokedex/pikachu,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
pikachu-starter,Pikachu Starter,25,https://assets.pokemon.com/assets/cms2/img/pokedex/full/025.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10158.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10158.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10158.png,https://www.pokemon.com/us/pokedex/pikachu,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
pikachu-unova-cap,Pikachu Unova Cap,25,https://assets.pokemon.com/assets/cms2/img/pokedex/full/025.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10097.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/10097.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10097.png,https://www.pokemon.com/us/pokedex/pikachu,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
pikachu-world-cap,Pikachu World Cap,25,https://assets.pokemon.com/assets/cms2/img/pokedex/full/025.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10160.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/10160.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10160.png,https://www.pokemon.com/us/pokedex/pikachu,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
raichu,Raichu,26,https://assets.pokemon.com/assets/cms2/img/pokedex/full/026.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/26.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/26.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/26.png,https://www.pokemon.com/us/pokedex/raichu,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
raichu-alola,Raichu Alola,26,https://assets.pokemon.com/assets/cms2/img/pokedex/full/026.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10100.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/10100.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10100.png,https://www.pokemon.com/us/pokedex/raichu,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
raichu-mega-x,Raichu maleega X,26,https://assets.pokemon.com/assets/cms2/img/pokedex/full/026.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10304.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10304.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10304.png,https://www.pokemon.com/us/pokedex/raichu,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
raichu-mega-y,Raichu maleega Y,26,https://assets.pokemon.com/assets/cms2/img/pokedex/full/026.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10305.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10305.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10305.png,https://www.pokemon.com/us/pokedex/raichu,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
sandshrew,Sandshrew,27,https://assets.pokemon.com/assets/cms2/img/pokedex/full/027.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/27.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/27.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/27.png,https://www.pokemon.com/us/pokedex/sandshrew,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
sandshrew-alola,Sandshrew Alola,27,https://assets.pokemon.com/assets/cms2/img/pokedex/full/027.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10101.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/10101.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10101.png,https://www.pokemon.com/us/pokedex/sandshrew,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
sandslash,Sandslash,28,https://assets.pokemon.com/assets/cms2/img/pokedex/full/028.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/28.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/28.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/28.png,https://www.pokemon.com/us/pokedex/sandslash,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
sandslash-alola,Sandslash Alola,28,https://assets.pokemon.com/assets/cms2/img/pokedex/full/028.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10102.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/10102.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10102.png,https://www.pokemon.com/us/pokedex/sandslash,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
nidoran-f,Nidoran female,29,https://assets.pokemon.com/assets/cms2/img/pokedex/full/029.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/29.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/29.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/29.png,https://www.pokemon.com/us/pokedex/nidoran-f,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
nidorina,Nidorina,30,https://assets.pokemon.com/assets/cms2/img/pokedex/full/030.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/30.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/30.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/30.png,https://www.pokemon.com/us/pokedex/nidorina,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
nidoqueen,Nidoqueen,31,https://assets.pokemon.com/assets/cms2/img/pokedex/full/031.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/31.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/31.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/31.png,https://www.pokemon.com/us/pokedex/nidoqueen,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
nidoran-m,Nidoran male,32,https://assets.pokemon.com/assets/cms2/img/pokedex/full/032.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/32.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/32.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/32.png,https://www.pokemon.com/us/pokedex/nidoran-m,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
nidorino,Nidorino,33,https://assets.pokemon.com/assets/cms2/img/pokedex/full/033.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/33.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/33.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/33.png,https://www.pokemon.com/us/pokedex/nidorino,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
nidoking,Nidoking,34,https://assets.pokemon.com/assets/cms2/img/pokedex/full/034.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/34.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/34.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/34.png,https://www.pokemon.com/us/pokedex/nidoking,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
clefairy,Clefairy,35,https://assets.pokemon.com/assets/cms2/img/pokedex/full/035.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/35.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/35.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/35.png,https://www.pokemon.com/us/pokedex/clefairy,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
clefable,Clefable,36,https://assets.pokemon.com/assets/cms2/img/pokedex/full/036.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/36.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/36.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/36.png,https://www.pokemon.com/us/pokedex/clefable,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
clefable-mega,Clefable maleega,36,https://assets.pokemon.com/assets/cms2/img/pokedex/full/036.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10278.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10278.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10278.png,https://www.pokemon.com/us/pokedex/clefable,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
vulpix,Vulpix,37,https://assets.pokemon.com/assets/cms2/img/pokedex/full/037.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/37.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/37.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/37.png,https://www.pokemon.com/us/pokedex/vulpix,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
vulpix-alola,Vulpix Alola,37,https://assets.pokemon.com/assets/cms2/img/pokedex/full/037.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10103.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/home/10103.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/10103.png,https://www.pokemon.com/us/pokedex/vulpix,species-page,2026-04-13T11:45:21.940891-07:00,200,official_media_verified_link_generated,,pokemon.com page content is bot-protected; official page URL is attached for manual verification.
