species_slug,species_display_name,dexnum_int,generation,gender_rate,capture_rate,base_happiness,hatch_counter,is_baby,is_legendary,is_mythical,color,shape,habitat,generation_name,growth_rate,egg_group1,egg_group2,percent_male,percent_female,evolution_chain_id,genus_en
skiddo,Skiddo,672,6,4,200,70,20,0,0,0,Brown,Quadruped,Unknown,generation-vi,Medium,Ground,Unknown,50.0,50.0,345,Mount Pokémon
gogoat,Gogoat,673,6,4,45,70,20,0,0,0,Brown,Quadruped,Unknown,generation-vi,Medium,Ground,Unknown,50.0,50.0,345,Mount Pokémon
pancham,Pancham,674,6,4,220,70,25,0,0,0,White,Upright,Unknown,generation-vi,Medium,Ground,Humanshape,50.0,50.0,346,Playful Pokémon
pangoro,Pangoro,675,6,4,65,70,25,0,0,0,White,Humanoid,Unknown,generation-vi,Medium,Ground,Humanshape,50.0,50.0,346,Daunting Pokémon
furfrou,Furfrou,676,6,4,160,70,20,0,0,0,White,Quadruped,Unknown,generation-vi,Medium,Ground,Unknown,50.0,50.0,347,Poodle Pokémon
espurr,Espurr,677,6,4,190,70,20,0,0,0,Gray,Upright,Unknown,generation-vi,Medium,Ground,Unknown,50.0,50.0,348,Restraint Pokémon
meowstic,Meowstic,678,6,4,75,70,20,0,0,0,Blue,Upright,Unknown,generation-vi,Medium,Ground,Unknown,50.0,50.0,348,Constraint Pokémon
honedge,Honedge,679,6,4,180,70,20,0,0,0,Brown,Blob,Unknown,generation-vi,Medium,Mineral,Unknown,50.0,50.0,349,Sword Pokémon
doublade,Doublade,680,6,4,90,70,20,0,0,0,Brown,Heads,Unknown,generation-vi,Medium,Mineral,Unknown,50.0,50.0,349,Sword Pokémon
aegislash,Aegislash,681,6,4,45,70,20,0,0,0,Brown,Blob,Unknown,generation-vi,Medium,Mineral,Unknown,50.0,50.0,349,Royal Sword Pokémon
spritzee,Spritzee,682,6,4,200,70,20,0,0,0,Pink,Arms,Unknown,generation-vi,Medium,Fairy,Unknown,50.0,50.0,350,Perfume Pokémon
aromatisse,Aromatisse,683,6,4,140,70,20,0,0,0,Pink,Humanoid,Unknown,generation-vi,Medium,Fairy,Unknown,50.0,50.0,350,Fragrance Pokémon
swirlix,Swirlix,684,6,4,200,70,20,0,0,0,White,Legs,Unknown,generation-vi,Medium,Fairy,Unknown,50.0,50.0,351,Cotton Candy Pokémon
slurpuff,Slurpuff,685,6,4,140,70,20,0,0,0,White,Humanoid,Unknown,generation-vi,Medium,Fairy,Unknown,50.0,50.0,351,Meringue Pokémon
inkay,Inkay,686,6,4,190,70,20,0,0,0,Blue,Tentacles,Unknown,generation-vi,Medium,Water1,Water2,50.0,50.0,352,Revolving Pokémon
malamar,Malamar,687,6,4,80,70,20,0,0,0,Blue,Blob,Unknown,generation-vi,Medium,Water1,Water2,50.0,50.0,352,Overturning Pokémon
binacle,Binacle,688,6,4,120,70,20,0,0,0,Brown,Heads,Unknown,generation-vi,Medium,Water3,Unknown,50.0,50.0,353,Two-Handed Pokémon
barbaracle,Barbaracle,689,6,4,45,70,20,0,0,0,Brown,Heads,Unknown,generation-vi,Medium,Water3,Unknown,50.0,50.0,353,Collective Pokémon
skrelp,Skrelp,690,6,4,225,70,20,0,0,0,Brown,Blob,Unknown,generation-vi,Medium,Water1,Dragon,50.0,50.0,354,Mock Kelp Pokémon
dragalge,Dragalge,691,6,4,55,70,20,0,0,0,Brown,Blob,Unknown,generation-vi,Medium,Water1,Dragon,50.0,50.0,354,Mock Kelp Pokémon
clauncher,Clauncher,692,6,4,225,70,15,0,0,0,Blue,Armor,Unknown,generation-vi,Slow,Water1,Water3,50.0,50.0,355,Water Gun Pokémon
clawitzer,Clawitzer,693,6,4,55,70,15,0,0,0,Blue,Squiggle,Unknown,generation-vi,Slow,Water1,Water3,50.0,50.0,355,Howitzer Pokémon
helioptile,Helioptile,694,6,4,190,70,20,0,0,0,Yellow,Upright,Unknown,generation-vi,Medium,Monster,Dragon,50.0,50.0,356,Generator Pokémon
heliolisk,Heliolisk,695,6,4,75,70,20,0,0,0,Yellow,Upright,Unknown,generation-vi,Medium,Monster,Dragon,50.0,50.0,356,Generator Pokémon
tyrunt,Tyrunt,696,6,1,45,70,30,0,0,0,Brown,Upright,Unknown,generation-vi,Medium,Monster,Dragon,87.5,12.5,357,Royal Heir Pokémon
tyrantrum,Tyrantrum,697,6,1,45,70,30,0,0,0,Red,Upright,Unknown,generation-vi,Medium,Monster,Dragon,87.5,12.5,357,Despot Pokémon
amaura,Amaura,698,6,1,45,70,30,0,0,0,Blue,Quadruped,Unknown,generation-vi,Medium,Monster,Unknown,87.5,12.5,358,Tundra Pokémon
aurorus,Aurorus,699,6,1,45,70,30,0,0,0,Blue,Quadruped,Unknown,generation-vi,Medium,Monster,Unknown,87.5,12.5,358,Tundra Pokémon
sylveon,Sylveon,700,6,1,45,70,35,0,0,0,Pink,Quadruped,Unknown,generation-vi,Medium,Ground,Unknown,87.5,12.5,67,Intertwining Pokémon
hawlucha,Hawlucha,701,6,4,100,70,20,0,0,0,Green,Humanoid,Unknown,generation-vi,Medium,Flying,Humanshape,50.0,50.0,359,Wrestling Pokémon
dedenne,Dedenne,702,6,4,180,70,20,0,0,0,Yellow,Upright,Unknown,generation-vi,Medium,Ground,Fairy,50.0,50.0,360,Antenna Pokémon
carbink,Carbink,703,6,-1,60,70,25,0,0,0,Gray,Ball,Unknown,generation-vi,Slow,Fairy,Mineral,,,361,Jewel Pokémon
goomy,Goomy,704,6,4,45,35,40,0,0,0,Purple,Squiggle,Unknown,generation-vi,Slow,Dragon,Unknown,50.0,50.0,362,Soft Tissue Pokémon
sliggoo,Sliggoo,705,6,4,45,35,40,0,0,0,Purple,Squiggle,Unknown,generation-vi,Slow,Dragon,Unknown,50.0,50.0,362,Soft Tissue Pokémon
goodra,Goodra,706,6,4,45,35,40,0,0,0,Purple,Upright,Unknown,generation-vi,Slow,Dragon,Unknown,50.0,50.0,362,Dragon Pokémon
klefki,Klefki,707,6,4,75,70,20,0,0,0,Gray,Ball,Unknown,generation-vi,Fast,Mineral,Unknown,50.0,50.0,363,Key Ring Pokémon
phantump,Phantump,708,6,4,120,70,20,0,0,0,Brown,Arms,Unknown,generation-vi,Medium,Plant,Indeterminate,50.0,50.0,364,Stump Pokémon
trevenant,Trevenant,709,6,4,60,70,20,0,0,0,Brown,Tentacles,Unknown,generation-vi,Medium,Plant,Indeterminate,50.0,50.0,364,Elder Tree Pokémon
pumpkaboo,Pumpkaboo,710,6,4,120,70,20,0,0,0,Brown,Ball,Unknown,generation-vi,Medium,Indeterminate,Unknown,50.0,50.0,365,Pumpkin Pokémon
gourgeist,Gourgeist,711,6,4,60,70,20,0,0,0,Brown,Blob,Unknown,generation-vi,Medium,Indeterminate,Unknown,50.0,50.0,365,Pumpkin Pokémon
bergmite,Bergmite,712,6,4,190,70,20,0,0,0,Blue,Quadruped,Unknown,generation-vi,Medium,Monster,Mineral,50.0,50.0,366,Ice Chunk Pokémon
avalugg,Avalugg,713,6,4,55,70,20,0,0,0,Blue,Quadruped,Unknown,generation-vi,Medium,Monster,Mineral,50.0,50.0,366,Iceberg Pokémon
noibat,Noibat,714,6,4,190,70,20,0,0,0,Purple,Wings,Unknown,generation-vi,Medium,Flying,Dragon,50.0,50.0,367,Sound Wave Pokémon
noivern,Noivern,715,6,4,45,70,20,0,0,0,Purple,Wings,Unknown,generation-vi,Medium,Flying,Dragon,50.0,50.0,367,Sound Wave Pokémon
xerneas,Xerneas,716,6,-1,45,0,120,0,1,0,Blue,Quadruped,Unknown,generation-vi,Slow,No Eggs,Unknown,,,368,Life Pokémon
yveltal,Yveltal,717,6,-1,45,0,120,0,1,0,Red,Wings,Unknown,generation-vi,Slow,No Eggs,Unknown,,,369,Destruction Pokémon
zygarde,Zygarde,718,6,-1,3,0,120,0,1,0,Green,Squiggle,Unknown,generation-vi,Slow,No Eggs,Unknown,,,370,Order Pokémon
diancie,Diancie,719,6,-1,3,70,25,0,0,1,Pink,Arms,Unknown,generation-vi,Slow,No Eggs,Unknown,,,371,Jewel Pokémon
hoopa,Hoopa,720,6,-1,3,100,120,0,0,1,Purple,Arms,Unknown,generation-vi,Slow,No Eggs,Unknown,,,372,Mischief Pokémon
volcanion,Volcanion,721,6,-1,3,100,120,0,0,1,Brown,Quadruped,Unknown,generation-vi,Slow,No Eggs,Unknown,,,373,Steam Pokémon
rowlet,Rowlet,722,7,1,45,70,15,0,0,0,Brown,Wings,Unknown,generation-vii,Medium Slow,Flying,Unknown,87.5,12.5,374,Grass Quill Pokémon
dartrix,Dartrix,723,7,1,45,70,15,0,0,0,Brown,Wings,Unknown,generation-vii,Medium Slow,Flying,Unknown,87.5,12.5,374,Blade Quill Pokémon
decidueye,Decidueye,724,7,1,45,70,15,0,0,0,Brown,Wings,Unknown,generation-vii,Medium Slow,Flying,Unknown,87.5,12.5,374,Arrow Quill Pokémon
litten,Litten,725,7,1,45,70,15,0,0,0,Red,Quadruped,Unknown,generation-vii,Medium Slow,Ground,Unknown,87.5,12.5,375,Fire Cat Pokémon
torracat,Torracat,726,7,1,45,70,15,0,0,0,Red,Quadruped,Unknown,generation-vii,Medium Slow,Ground,Unknown,87.5,12.5,375,Fire Cat Pokémon
incineroar,Incineroar,727,7,1,45,70,15,0,0,0,Red,Upright,Unknown,generation-vii,Medium Slow,Ground,Unknown,87.5,12.5,375,Heel Pokémon
popplio,Popplio,728,7,1,45,70,15,0,0,0,Blue,Fish,Unknown,generation-vii,Medium Slow,Water1,Ground,87.5,12.5,376,Sea Lion Pokémon
brionne,Brionne,729,7,1,45,70,15,0,0,0,Blue,Fish,Unknown,generation-vii,Medium Slow,Water1,Ground,87.5,12.5,376,Pop Star Pokémon
primarina,Primarina,730,7,1,45,70,15,0,0,0,Blue,Fish,Unknown,generation-vii,Medium Slow,Water1,Ground,87.5,12.5,376,Soloist Pokémon
pikipek,Pikipek,731,7,4,255,70,15,0,0,0,Black,Wings,Unknown,generation-vii,Medium,Flying,Unknown,50.0,50.0,377,Woodpecker Pokémon
trumbeak,Trumbeak,732,7,4,120,70,15,0,0,0,Black,Wings,Unknown,generation-vii,Medium,Flying,Unknown,50.0,50.0,377,Bugle Beak Pokémon
toucannon,Toucannon,733,7,4,45,70,15,0,0,0,Black,Wings,Unknown,generation-vii,Medium,Flying,Unknown,50.0,50.0,377,Cannon Pokémon
yungoos,Yungoos,734,7,4,255,70,15,0,0,0,Brown,Quadruped,Unknown,generation-vii,Medium,Ground,Unknown,50.0,50.0,378,Loitering Pokémon
gumshoos,Gumshoos,735,7,4,127,70,15,0,0,0,Brown,Quadruped,Unknown,generation-vii,Medium,Ground,Unknown,50.0,50.0,378,Stakeout Pokémon
grubbin,Grubbin,736,7,4,255,70,15,0,0,0,Gray,Armor,Unknown,generation-vii,Medium,Bug,Unknown,50.0,50.0,379,Larva Pokémon
charjabug,Charjabug,737,7,4,120,70,15,0,0,0,Green,Squiggle,Unknown,generation-vii,Medium,Bug,Unknown,50.0,50.0,379,Battery Pokémon
vikavolt,Vikavolt,738,7,4,45,70,15,0,0,0,Blue,Armor,Unknown,generation-vii,Medium,Bug,Unknown,50.0,50.0,379,Stag Beetle Pokémon
crabrawler,Crabrawler,739,7,4,225,70,20,0,0,0,Purple,Armor,Unknown,generation-vii,Medium,Water3,Unknown,50.0,50.0,380,Boxing Pokémon
crabominable,Crabominable,740,7,4,60,70,20,0,0,0,White,Armor,Unknown,generation-vii,Medium,Water3,Unknown,50.0,50.0,380,Woolly Crab Pokémon
oricorio,Oricorio,741,7,6,45,70,20,0,0,0,Red,Wings,Unknown,generation-vii,Medium,Flying,Unknown,25.0,75.0,381,Dancing Pokémon
cutiefly,Cutiefly,742,7,4,190,70,20,0,0,0,Yellow,Armor,Unknown,generation-vii,Medium,Bug,Fairy,50.0,50.0,382,Bee Fly Pokémon
ribombee,Ribombee,743,7,4,75,70,20,0,0,0,Yellow,Bug Wings,Unknown,generation-vii,Medium,Bug,Fairy,50.0,50.0,382,Bee Fly Pokémon
rockruff,Rockruff,744,7,4,190,70,15,0,0,0,Brown,Quadruped,Unknown,generation-vii,Medium,Ground,Unknown,50.0,50.0,383,Puppy Pokémon
lycanroc,Lycanroc,745,7,4,90,70,15,0,0,0,Brown,Quadruped,Unknown,generation-vii,Medium,Ground,Unknown,50.0,50.0,383,Wolf Pokémon
wishiwashi,Wishiwashi,746,7,4,60,70,15,0,0,0,Blue,Fish,Unknown,generation-vii,Fast,Water2,Unknown,50.0,50.0,384,Small Fry Pokémon
mareanie,Mareanie,747,7,4,190,70,20,0,0,0,Blue,Blob,Unknown,generation-vii,Medium,Water1,Unknown,50.0,50.0,385,Brutal Star Pokémon
toxapex,Toxapex,748,7,4,75,70,20,0,0,0,Blue,Tentacles,Unknown,generation-vii,Medium,Water1,Unknown,50.0,50.0,385,Brutal Star Pokémon
mudbray,Mudbray,749,7,4,190,70,20,0,0,0,Brown,Quadruped,Unknown,generation-vii,Medium,Ground,Unknown,50.0,50.0,386,Donkey Pokémon
mudsdale,Mudsdale,750,7,4,60,70,20,0,0,0,Brown,Quadruped,Unknown,generation-vii,Medium,Ground,Unknown,50.0,50.0,386,Draft Horse Pokémon
dewpider,Dewpider,751,7,4,200,70,15,0,0,0,Green,Legs,Unknown,generation-vii,Medium,Water1,Bug,50.0,50.0,387,Water Bubble Pokémon
araquanid,Araquanid,752,7,4,100,70,15,0,0,0,Green,Armor,Unknown,generation-vii,Medium,Water1,Bug,50.0,50.0,387,Water Bubble Pokémon
fomantis,Fomantis,753,7,4,190,70,20,0,0,0,Pink,Upright,Unknown,generation-vii,Medium,Plant,Unknown,50.0,50.0,388,Sickle Grass Pokémon
lurantis,Lurantis,754,7,4,75,70,20,0,0,0,Pink,Humanoid,Unknown,generation-vii,Medium,Plant,Unknown,50.0,50.0,388,Bloom Sickle Pokémon
morelull,Morelull,755,7,4,190,70,20,0,0,0,Purple,Blob,Unknown,generation-vii,Medium,Plant,Unknown,50.0,50.0,389,Illuminating Pokémon
shiinotic,Shiinotic,756,7,4,75,70,20,0,0,0,Purple,Humanoid,Unknown,generation-vii,Medium,Plant,Unknown,50.0,50.0,389,Illuminating Pokémon
salandit,Salandit,757,7,1,120,70,20,0,0,0,Black,Quadruped,Unknown,generation-vii,Medium,Monster,Dragon,87.5,12.5,390,Toxic Lizard Pokémon
salazzle,Salazzle,758,7,8,45,70,20,0,0,0,Black,Quadruped,Unknown,generation-vii,Medium,Monster,Dragon,0.0,100.0,390,Toxic Lizard Pokémon
stufful,Stufful,759,7,4,140,70,15,0,0,0,Pink,Quadruped,Unknown,generation-vii,Medium,Ground,Unknown,50.0,50.0,391,Flailing Pokémon
bewear,Bewear,760,7,4,70,70,15,0,0,0,Pink,Upright,Unknown,generation-vii,Medium,Ground,Unknown,50.0,50.0,391,Strong Arm Pokémon
bounsweet,Bounsweet,761,7,8,235,70,20,0,0,0,Purple,Legs,Unknown,generation-vii,Medium Slow,Plant,Unknown,0.0,100.0,392,Fruit Pokémon
steenee,Steenee,762,7,8,120,70,20,0,0,0,Purple,Humanoid,Unknown,generation-vii,Medium Slow,Plant,Unknown,0.0,100.0,392,Fruit Pokémon
tsareena,Tsareena,763,7,8,45,70,20,0,0,0,Purple,Humanoid,Unknown,generation-vii,Medium Slow,Plant,Unknown,0.0,100.0,392,Fruit Pokémon
comfey,Comfey,764,7,6,60,70,20,0,0,0,Green,Ball,Unknown,generation-vii,Fast,Plant,Unknown,25.0,75.0,393,Posy Picker Pokémon
oranguru,Oranguru,765,7,4,45,70,20,0,0,0,White,Humanoid,Unknown,generation-vii,Slow,Ground,Unknown,50.0,50.0,394,Sage Pokémon
passimian,Passimian,766,7,4,45,70,20,0,0,0,White,Upright,Unknown,generation-vii,Slow,Ground,Unknown,50.0,50.0,395,Teamwork Pokémon
wimpod,Wimpod,767,7,4,90,70,20,0,0,0,Gray,Tentacles,Unknown,generation-vii,Medium,Bug,Water3,50.0,50.0,396,Turn Tail Pokémon
golisopod,Golisopod,768,7,4,45,70,20,0,0,0,Gray,Humanoid,Unknown,generation-vii,Medium,Bug,Water3,50.0,50.0,396,Hard Scale Pokémon
sandygast,Sandygast,769,7,4,140,70,15,0,0,0,Brown,Squiggle,Unknown,generation-vii,Medium,Indeterminate,Unknown,50.0,50.0,397,Sand Heap Pokémon
palossand,Palossand,770,7,4,60,70,15,0,0,0,Brown,Squiggle,Unknown,generation-vii,Medium,Indeterminate,Unknown,50.0,50.0,397,Sand Castle Pokémon
pyukumuku,Pyukumuku,771,7,4,60,70,15,0,0,0,Black,Squiggle,Unknown,generation-vii,Fast,Water1,Unknown,50.0,50.0,398,Sea Cucumber Pokémon
type-null,Type: Null,772,7,-1,3,0,120,0,1,0,Gray,Quadruped,Unknown,generation-vii,Slow,No Eggs,Unknown,,,399,Synthetic Pokémon
silvally,Silvally,773,7,-1,3,0,120,0,1,0,Gray,Quadruped,Unknown,generation-vii,Slow,No Eggs,Unknown,,,399,Synthetic Pokémon
minior,Minior,774,7,-1,30,70,25,0,0,0,Brown,Ball,Unknown,generation-vii,Medium Slow,Mineral,Unknown,,,400,Meteor Pokémon
komala,Komala,775,7,4,45,70,20,0,0,0,Blue,Humanoid,Unknown,generation-vii,Slow,Ground,Unknown,50.0,50.0,401,Drowsing Pokémon
turtonator,Turtonator,776,7,4,70,70,20,0,0,0,Red,Upright,Unknown,generation-vii,Medium,Monster,Dragon,50.0,50.0,402,Blast Turtle Pokémon
togedemaru,Togedemaru,777,7,4,180,70,10,0,0,0,Gray,Upright,Unknown,generation-vii,Medium,Ground,Fairy,50.0,50.0,403,Roly-Poly Pokémon
mimikyu,Mimikyu,778,7,4,45,70,20,0,0,0,Yellow,Squiggle,Unknown,generation-vii,Medium,Indeterminate,Unknown,50.0,50.0,404,Disguise Pokémon
bruxish,Bruxish,779,7,4,80,70,15,0,0,0,Pink,Fish,Unknown,generation-vii,Medium,Water2,Unknown,50.0,50.0,405,Gnash Teeth Pokémon
drampa,Drampa,780,7,4,70,70,20,0,0,0,White,Squiggle,Unknown,generation-vii,Medium,Monster,Dragon,50.0,50.0,406,Placid Pokémon
dhelmise,Dhelmise,781,7,-1,25,70,25,0,0,0,Green,Blob,Unknown,generation-vii,Medium,Mineral,Unknown,,,407,Sea Creeper Pokémon
jangmo-o,Jangmo-o,782,7,4,45,70,40,0,0,0,Gray,Quadruped,Unknown,generation-vii,Slow,Dragon,Unknown,50.0,50.0,408,Scaly Pokémon
hakamo-o,Hakamo-o,783,7,4,45,70,40,0,0,0,Gray,Upright,Unknown,generation-vii,Slow,Dragon,Unknown,50.0,50.0,408,Scaly Pokémon
kommo-o,Kommo-o,784,7,4,45,70,40,0,0,0,Gray,Upright,Unknown,generation-vii,Slow,Dragon,Unknown,50.0,50.0,408,Scaly Pokémon
tapu-koko,Tapu Koko,785,7,-1,3,70,15,0,1,0,Yellow,Arms,Unknown,generation-vii,Slow,No Eggs,Unknown,,,409,Land Spirit Pokémon
tapu-lele,Tapu Lele,786,7,-1,3,70,15,0,1,0,Pink,Arms,Unknown,generation-vii,Slow,No Eggs,Unknown,,,410,Land Spirit Pokémon
tapu-bulu,Tapu Bulu,787,7,-1,3,70,15,0,1,0,Red,Arms,Unknown,generation-vii,Slow,No Eggs,Unknown,,,411,Land Spirit Pokémon
tapu-fini,Tapu Fini,788,7,-1,3,70,15,0,1,0,Purple,Arms,Unknown,generation-vii,Slow,No Eggs,Unknown,,,412,Land Spirit Pokémon
cosmog,Cosmog,789,7,-1,45,0,120,0,1,0,Blue,Ball,Unknown,generation-vii,Slow,No Eggs,Unknown,,,413,Nebula Pokémon
cosmoem,Cosmoem,790,7,-1,45,0,120,0,1,0,Blue,Ball,Unknown,generation-vii,Slow,No Eggs,Unknown,,,413,Protostar Pokémon
solgaleo,Solgaleo,791,7,-1,45,0,120,0,1,0,White,Quadruped,Unknown,generation-vii,Slow,No Eggs,Unknown,,,413,Sunne Pokémon
lunala,Lunala,792,7,-1,45,0,120,0,1,0,Purple,Wings,Unknown,generation-vii,Slow,No Eggs,Unknown,,,413,Moone Pokémon
nihilego,Nihilego,793,7,-1,45,0,120,0,0,0,White,Tentacles,Unknown,generation-vii,Slow,No Eggs,Unknown,,,414,Parasite Pokémon
buzzwole,Buzzwole,794,7,-1,45,0,120,0,0,0,Red,Tentacles,Unknown,generation-vii,Slow,No Eggs,Unknown,,,415,Swollen Pokémon
pheromosa,Pheromosa,795,7,-1,45,0,120,0,0,0,White,Humanoid,Unknown,generation-vii,Slow,No Eggs,Unknown,,,416,Lissome Pokémon
xurkitree,Xurkitree,796,7,-1,45,0,120,0,0,0,Black,Upright,Unknown,generation-vii,Slow,No Eggs,Unknown,,,417,Glowing Pokémon
celesteela,Celesteela,797,7,-1,45,0,120,0,0,0,Green,Humanoid,Unknown,generation-vii,Slow,No Eggs,Unknown,,,418,Launch Pokémon
kartana,Kartana,798,7,-1,45,0,120,0,0,0,White,Humanoid,Unknown,generation-vii,Slow,No Eggs,Unknown,,,419,Drawn Sword Pokémon
guzzlord,Guzzlord,799,7,-1,45,0,120,0,0,0,Black,Upright,Unknown,generation-vii,Slow,No Eggs,Unknown,,,420,Junkivore Pokémon
necrozma,Necrozma,800,7,-1,255,0,120,0,1,0,Black,Arms,Unknown,generation-vii,Slow,No Eggs,Unknown,,,421,Prism Pokémon
magearna,Magearna,801,7,-1,3,0,120,0,0,1,Gray,Humanoid,Unknown,generation-vii,Slow,No Eggs,Unknown,,,422,Artificial Pokémon
marshadow,Marshadow,802,7,-1,3,0,120,0,0,1,Gray,Humanoid,Unknown,generation-vii,Slow,No Eggs,Unknown,,,423,Gloomdweller Pokémon
poipole,Poipole,803,7,-1,45,0,120,0,0,0,Purple,Upright,Unknown,generation-vii,Slow,No Eggs,Unknown,,,424,Poison Pin Pokémon
naganadel,Naganadel,804,7,-1,45,0,120,0,0,0,Purple,Wings,Unknown,generation-vii,Slow,No Eggs,Unknown,,,424,Poison Pin Pokémon
stakataka,Stakataka,805,7,-1,30,0,120,0,0,0,Gray,Quadruped,Unknown,generation-vii,Slow,No Eggs,Unknown,,,425,Rampart Pokémon
blacephalon,Blacephalon,806,7,-1,30,0,120,0,0,0,White,Humanoid,Unknown,generation-vii,Slow,No Eggs,Unknown,,,426,Fireworks Pokémon
zeraora,Zeraora,807,7,-1,3,0,120,0,0,1,Yellow,Humanoid,Unknown,generation-vii,Slow,No Eggs,Unknown,,,427,Thunderclap Pokémon
meltan,Meltan,808,7,-1,3,0,120,0,0,1,Gray,Ball,Unknown,generation-vii,Slow,No Eggs,Unknown,,,428,Hex Nut Pokémon
melmetal,Melmetal,809,7,-1,3,0,120,0,0,1,Gray,Humanoid,Unknown,generation-vii,Slow,No Eggs,Unknown,,,429,Hex Nut Pokémon
grookey,Grookey,810,8,1,45,50,20,0,0,0,Green,Upright,Unknown,generation-viii,Medium Slow,Ground,Plant,87.5,12.5,430,Chimp Pokémon
thwackey,Thwackey,811,8,1,45,50,20,0,0,0,Green,Upright,Unknown,generation-viii,Medium Slow,Ground,Plant,87.5,12.5,430,Beat Pokémon
rillaboom,Rillaboom,812,8,1,45,50,20,0,0,0,Green,Humanoid,Unknown,generation-viii,Medium Slow,Ground,Plant,87.5,12.5,430,Drummer Pokémon
scorbunny,Scorbunny,813,8,1,45,50,20,0,0,0,White,Upright,Unknown,generation-viii,Medium Slow,Ground,Humanshape,87.5,12.5,431,Rabbit Pokémon
raboot,Raboot,814,8,1,45,50,20,0,0,0,Gray,Upright,Unknown,generation-viii,Medium Slow,Ground,Humanshape,87.5,12.5,431,Rabbit Pokémon
cinderace,Cinderace,815,8,1,45,50,20,0,0,0,White,Upright,Unknown,generation-viii,Medium Slow,Ground,Humanshape,87.5,12.5,431,Striker Pokémon
sobble,Sobble,816,8,1,45,50,20,0,0,0,Blue,Quadruped,Unknown,generation-viii,Medium Slow,Water1,Ground,87.5,12.5,432,Water Lizard Pokémon
drizzile,Drizzile,817,8,1,45,50,20,0,0,0,Blue,Upright,Unknown,generation-viii,Medium Slow,Water1,Ground,87.5,12.5,432,Water Lizard Pokémon
inteleon,Inteleon,818,8,1,45,50,20,0,0,0,Blue,Upright,Unknown,generation-viii,Medium Slow,Water1,Ground,87.5,12.5,432,Secret Agent Pokémon
skwovet,Skwovet,819,8,4,255,50,20,0,0,0,Brown,Upright,Unknown,generation-viii,Medium,Ground,Unknown,50.0,50.0,433,Cheeky Pokémon
greedent,Greedent,820,8,4,90,50,20,0,0,0,Brown,Upright,Unknown,generation-viii,Medium,Ground,Unknown,50.0,50.0,433,Greedy Pokémon
rookidee,Rookidee,821,8,4,255,50,15,0,0,0,Blue,Wings,Unknown,generation-viii,Medium Slow,Flying,Unknown,50.0,50.0,434,Tiny Bird Pokémon
corvisquire,Corvisquire,822,8,4,120,50,15,0,0,0,Blue,Wings,Unknown,generation-viii,Medium Slow,Flying,Unknown,50.0,50.0,434,Raven Pokémon
corviknight,Corviknight,823,8,4,45,50,15,0,0,0,Purple,Wings,Unknown,generation-viii,Medium Slow,Flying,Unknown,50.0,50.0,434,Raven Pokémon
blipbug,Blipbug,824,8,4,255,50,15,0,0,0,Blue,Armor,Unknown,generation-viii,Medium,Bug,Unknown,50.0,50.0,435,Larva Pokémon
dottler,Dottler,825,8,4,120,50,15,0,0,0,Yellow,Armor,Unknown,generation-viii,Medium,Bug,Unknown,50.0,50.0,435,Radome Pokémon
orbeetle,Orbeetle,826,8,4,45,50,15,0,0,0,Red,Wings,Unknown,generation-viii,Medium,Bug,Unknown,50.0,50.0,435,Seven Spot Pokémon
nickit,Nickit,827,8,4,255,50,15,0,0,0,Brown,Quadruped,Unknown,generation-viii,Fast,Ground,Unknown,50.0,50.0,436,Fox Pokémon
thievul,Thievul,828,8,4,127,50,15,0,0,0,Brown,Quadruped,Unknown,generation-viii,Fast,Ground,Unknown,50.0,50.0,436,Fox Pokémon
gossifleur,Gossifleur,829,8,4,190,50,20,0,0,0,Green,Blob,Unknown,generation-viii,Medium,Plant,Unknown,50.0,50.0,437,Flowering Pokémon
eldegoss,Eldegoss,830,8,4,75,50,20,0,0,0,Green,Blob,Unknown,generation-viii,Medium,Plant,Unknown,50.0,50.0,437,Cotton Bloom Pokémon
wooloo,Wooloo,831,8,4,255,50,15,0,0,0,White,Quadruped,Unknown,generation-viii,Medium,Ground,Unknown,50.0,50.0,438,Sheep Pokémon
dubwool,Dubwool,832,8,4,127,50,15,0,0,0,White,Quadruped,Unknown,generation-viii,Medium,Ground,Unknown,50.0,50.0,438,Sheep Pokémon
chewtle,Chewtle,833,8,4,255,50,20,0,0,0,Green,Quadruped,Unknown,generation-viii,Medium,Monster,Water1,50.0,50.0,439,Snapping Pokémon
drednaw,Drednaw,834,8,4,75,50,20,0,0,0,Green,Quadruped,Unknown,generation-viii,Medium,Monster,Water1,50.0,50.0,439,Bite Pokémon
yamper,Yamper,835,8,4,255,50,20,0,0,0,Yellow,Quadruped,Unknown,generation-viii,Fast,Ground,Unknown,50.0,50.0,440,Puppy Pokémon
boltund,Boltund,836,8,4,45,50,20,0,0,0,Yellow,Quadruped,Unknown,generation-viii,Fast,Ground,Unknown,50.0,50.0,440,Dog Pokémon
rolycoly,Rolycoly,837,8,4,255,50,15,0,0,0,Black,Ball,Unknown,generation-viii,Medium Slow,Mineral,Unknown,50.0,50.0,441,Coal Pokémon
carkol,Carkol,838,8,4,120,50,15,0,0,0,Black,Legs,Unknown,generation-viii,Medium Slow,Mineral,Unknown,50.0,50.0,441,Coal Pokémon
coalossal,Coalossal,839,8,4,45,50,15,0,0,0,Black,Humanoid,Unknown,generation-viii,Medium Slow,Mineral,Unknown,50.0,50.0,441,Coal Pokémon
